Date : 2025-06-17 11:42:06
Directory : /home/ysh/LSM/rocksdb
Total : 1952 files,  603196 codes, 135051 comments, 102746 blanks, all 840993 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/optimistic_transaction_db.h                                | C++          |         58 |         47 |         25 |        130 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/option_change_migration.h                                  | C++          |          8 |         12 |          5 |         25 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/options_type.h                                             | C++          |        803 |        354 |         90 |      1,247 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/options_util.h                                             | C++          |         26 |         70 |          9 |        105 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/replayer.h                                                 | C++          |         29 |         40 |         17 |         86 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/secondary_index.h                                          | C++          |         56 |        105 |         30 |        191 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/secondary_index_faiss.h                                    | C++          |         58 |         37 |         23 |        118 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/secondary_index_simple.h                                   | C++          |         33 |          9 |         16 |         58 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/sim_cache.h                                                | C++          |         36 |         38 |         19 |         93 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/stackable_db.h                                             | C++          |        487 |          9 |        113 |        609 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/table_properties_collectors.h                              | C++          |        106 |         81 |         34 |        221 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/transaction.h                                              | C++          |        313 |        382 |        101 |        796 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/transaction_db.h                                           | C++          |        216 |        310 |         86 |        612 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/transaction_db_mutex.h                                     | C++          |         27 |         44 |         18 |         89 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/types_util.h                                               | C++          |         14 |         15 |          8 |         37 |
| /home/ysh/LSM/rocksdb/include/rocksdb/utilities/write_batch_with_index.h                                   | C++          |        233 |        145 |         62 |        440 |
| /home/ysh/LSM/rocksdb/include/rocksdb/version.h                                                            | C++          |         16 |         20 |          8 |         44 |
| /home/ysh/LSM/rocksdb/include/rocksdb/wal_filter.h                                                         | C++          |         37 |         61 |         14 |        112 |
| /home/ysh/LSM/rocksdb/include/rocksdb/wide_columns.h                                                       | C++          |        208 |         30 |         66 |        304 |
| /home/ysh/LSM/rocksdb/include/rocksdb/write_batch.h                                                        | C++          |        277 |        181 |         91 |        549 |
| /home/ysh/LSM/rocksdb/include/rocksdb/write_batch_base.h                                                   | C++          |         71 |         67 |         28 |        166 |
| /home/ysh/LSM/rocksdb/include/rocksdb/write_buffer_manager.h                                               | C++          |         92 |         59 |         33 |        184 |
| /home/ysh/LSM/rocksdb/issue_template.md                                                                    | Markdown     |          4 |          0 |          4 |          8 |
| /home/ysh/LSM/rocksdb/java/CMakeLists.txt                                                                  | CMake        |        865 |          0 |         37 |        902 |
| /home/ysh/LSM/rocksdb/java/GetPutBenchmarks.md                                                             | Markdown     |        163 |          0 |         42 |        205 |
| /home/ysh/LSM/rocksdb/java/HISTORY-JAVA.md                                                                 | Markdown     |         71 |          0 |         16 |         87 |
| /home/ysh/LSM/rocksdb/java/Makefile                                                                        | Makefile     |        414 |         10 |         48 |        472 |
| /home/ysh/LSM/rocksdb/java/RELEASE.md                                                                      | Markdown     |         42 |          0 |         18 |         60 |
| /home/ysh/LSM/rocksdb/java/benchmark/src/main/java/org/rocksdb/benchmark/DbBenchmark.java                  | Java         |      1,464 |         91 |         83 |      1,638 |
| /home/ysh/LSM/rocksdb/java/crossbuild/Vagrantfile                                                          | Ruby         |         34 |          6 |         12 |         52 |
| /home/ysh/LSM/rocksdb/java/crossbuild/build-linux-alpine.sh                                                | Shell Script |         46 |         12 |         13 |         71 |
| /home/ysh/LSM/rocksdb/java/crossbuild/build-linux-centos.sh                                                | Shell Script |         18 |         10 |         11 |         39 |
| /home/ysh/LSM/rocksdb/java/crossbuild/build-linux.sh                                                       | Shell Script |          9 |          4 |          3 |         16 |
| /home/ysh/LSM/rocksdb/java/crossbuild/docker-build-linux.sh                                                | Shell Script |         27 |          9 |          8 |         44 |
| /home/ysh/LSM/rocksdb/java/jdb_bench.sh                                                                    | Shell Script |          8 |          3 |          3 |         14 |
| /home/ysh/LSM/rocksdb/java/jmh/README.md                                                                   | Markdown     |         16 |          0 |          9 |         25 |
| /home/ysh/LSM/rocksdb/java/jmh/pom.xml                                                                     | XML          |        119 |          4 |         15 |        138 |
| /home/ysh/LSM/rocksdb/java/jmh/src/main/java/org/rocksdb/jmh/ComparatorBenchmarks.java                     | Java         |        107 |          6 |         27 |        140 |
| /home/ysh/LSM/rocksdb/java/jmh/src/main/java/org/rocksdb/jmh/GetBenchmarks.java                            | Java         |        167 |         19 |         29 |        215 |
| /home/ysh/LSM/rocksdb/java/jmh/src/main/java/org/rocksdb/jmh/MultiGetBenchmarks.java                       | Java         |        227 |         17 |         36 |        280 |
| /home/ysh/LSM/rocksdb/java/jmh/src/main/java/org/rocksdb/jmh/PutBenchmarks.java                            | Java         |        182 |          6 |         36 |        224 |
| /home/ysh/LSM/rocksdb/java/jmh/src/main/java/org/rocksdb/util/FileUtils.java                               | Java         |         32 |         21 |          7 |         60 |
| /home/ysh/LSM/rocksdb/java/jmh/src/main/java/org/rocksdb/util/KVUtils.java                                 | Java         |         32 |         33 |          8 |         73 |
| /home/ysh/LSM/rocksdb/java/pmd-rules.xml                                                                   | XML          |         53 |          4 |          6 |         63 |
| /home/ysh/LSM/rocksdb/java/rocksjni/backup_engine_options.cc                                               | C++          |        199 |        136 |         30 |        365 |
| /home/ysh/LSM/rocksdb/java/rocksjni/backupenginejni.cc                                                     | C++          |        175 |         70 |         35 |        280 |
| /home/ysh/LSM/rocksdb/java/rocksjni/cache.cc                                                               | C++          |         13 |         17 |          5 |         35 |
| /home/ysh/LSM/rocksdb/java/rocksjni/cassandra_compactionfilterjni.cc                                       | C++          |         12 |         10 |          4 |         26 |
| /home/ysh/LSM/rocksdb/java/rocksjni/cassandra_value_operator.cc                                            | C++          |         31 |         14 |          6 |         51 |
| /home/ysh/LSM/rocksdb/java/rocksjni/checkpoint.cc                                                          | C++          |         60 |         29 |         18 |        107 |
| /home/ysh/LSM/rocksdb/java/rocksjni/clock_cache.cc                                                         | C++          |         20 |         17 |          6 |         43 |
| /home/ysh/LSM/rocksdb/java/rocksjni/columnfamilyhandle.cc                                                  | C++          |         38 |         27 |          7 |         72 |
| /home/ysh/LSM/rocksdb/java/rocksjni/compact_range_options.cc                                               | C++          |        193 |        116 |         30 |        339 |
| /home/ysh/LSM/rocksdb/java/rocksjni/compaction_filter.cc                                                   | C++          |         10 |         14 |          6 |         30 |
| /home/ysh/LSM/rocksdb/java/rocksjni/compaction_filter_factory.cc                                           | C++          |         20 |         17 |          6 |         43 |
| /home/ysh/LSM/rocksdb/java/rocksjni/compaction_filter_factory_jnicallback.cc                               | C++          |         52 |         14 |         14 |         80 |
| /home/ysh/LSM/rocksdb/java/rocksjni/compaction_filter_factory_jnicallback.h                                | C++          |         21 |          7 |         10 |         38 |
| /home/ysh/LSM/rocksdb/java/rocksjni/compaction_job_info.cc                                                 | C++          |        127 |         81 |         23 |        231 |
| /home/ysh/LSM/rocksdb/java/rocksjni/compaction_job_stats.cc                                                | C++          |        173 |        142 |         31 |        346 |
| /home/ysh/LSM/rocksdb/java/rocksjni/compaction_options.cc                                                  | C++          |         55 |         47 |         11 |        113 |
| /home/ysh/LSM/rocksdb/java/rocksjni/compaction_options_fifo.cc                                             | C++          |         37 |         37 |          9 |         83 |
| /home/ysh/LSM/rocksdb/java/rocksjni/compaction_options_universal.cc                                        | C++          |        104 |         87 |         19 |        210 |
| /home/ysh/LSM/rocksdb/java/rocksjni/comparator.cc                                                          | C++          |         31 |         22 |          7 |         60 |
| /home/ysh/LSM/rocksdb/java/rocksjni/comparatorjnicallback.cc                                               | C++          |        504 |         67 |         77 |        648 |
| /home/ysh/LSM/rocksdb/java/rocksjni/comparatorjnicallback.h                                                | C++          |         69 |         54 |         15 |        138 |
| /home/ysh/LSM/rocksdb/java/rocksjni/compression_options.cc                                                 | C++          |         96 |         97 |         20 |        213 |
| /home/ysh/LSM/rocksdb/java/rocksjni/concurrent_task_limiter.cc                                             | C++          |         49 |         35 |         13 |         97 |
| /home/ysh/LSM/rocksdb/java/rocksjni/config_options.cc                                                      | C++          |         50 |         44 |         10 |        104 |
| /home/ysh/LSM/rocksdb/java/rocksjni/cplusplus_to_java_convert.h                                            | C++          |          3 |         31 |          4 |         38 |
| /home/ysh/LSM/rocksdb/java/rocksjni/env.cc                                                                 | C++          |        109 |         76 |         20 |        205 |
| /home/ysh/LSM/rocksdb/java/rocksjni/env_options.cc                                                         | C++          |        126 |        128 |         31 |        285 |
| /home/ysh/LSM/rocksdb/java/rocksjni/event_listener.cc                                                      | C++          |         22 |         17 |          6 |         45 |
| /home/ysh/LSM/rocksdb/java/rocksjni/event_listener_jnicallback.cc                                          | C++          |        391 |          8 |        104 |        503 |
| /home/ysh/LSM/rocksdb/java/rocksjni/event_listener_jnicallback.h                                           | C++          |        103 |          7 |         13 |        123 |
| /home/ysh/LSM/rocksdb/java/rocksjni/export_import_files_metadatajni.cc                                     | C++          |         10 |         10 |          3 |         23 |
| /home/ysh/LSM/rocksdb/java/rocksjni/filter.cc                                                              | C++          |         25 |         17 |          6 |         48 |
| /home/ysh/LSM/rocksdb/java/rocksjni/hyper_clock_cache.cc                                                   | C++          |         20 |         17 |          5 |         42 |
| /home/ysh/LSM/rocksdb/java/rocksjni/import_column_family_options.cc                                        | C++          |         28 |         25 |          6 |         59 |
| /home/ysh/LSM/rocksdb/java/rocksjni/ingest_external_file_options.cc                                        | C++          |         99 |         82 |         18 |        199 |
| /home/ysh/LSM/rocksdb/java/rocksjni/iterator.cc                                                            | C++          |        199 |        128 |         36 |        363 |
| /home/ysh/LSM/rocksdb/java/rocksjni/jni_multiget_helpers.cc                                                | C++          |        220 |         31 |         40 |        291 |
| /home/ysh/LSM/rocksdb/java/rocksjni/jni_multiget_helpers.h                                                 | C++          |         38 |        108 |         18 |        164 |
| /home/ysh/LSM/rocksdb/java/rocksjni/jni_perf_context.cc                                                    | C++          |        630 |        510 |        109 |      1,249 |
| /home/ysh/LSM/rocksdb/java/rocksjni/jnicallback.cc                                                         | C++          |         31 |         13 |         11 |         55 |
| /home/ysh/LSM/rocksdb/java/rocksjni/jnicallback.h                                                          | C++          |         18 |          7 |          8 |         33 |
| /home/ysh/LSM/rocksdb/java/rocksjni/kv_helper.h                                                            | C++          |        152 |         92 |         38 |        282 |
| /home/ysh/LSM/rocksdb/java/rocksjni/loggerjnicallback.cc                                                   | C++          |        189 |         53 |         36 |        278 |
| /home/ysh/LSM/rocksdb/java/rocksjni/loggerjnicallback.h                                                    | C++          |         30 |         12 |         10 |         52 |
| /home/ysh/LSM/rocksdb/java/rocksjni/lru_cache.cc                                                           | C++          |         27 |         17 |          6 |         50 |
| /home/ysh/LSM/rocksdb/java/rocksjni/memory_util.cc                                                         | C++          |         71 |         19 |         11 |        101 |
| /home/ysh/LSM/rocksdb/java/rocksjni/memtablejni.cc                                                         | C++          |         63 |         26 |          6 |         95 |
| /home/ysh/LSM/rocksdb/java/rocksjni/merge_operator.cc                                                      | C++          |         61 |         28 |         10 |         99 |
| /home/ysh/LSM/rocksdb/java/rocksjni/native_comparator_wrapper_test.cc                                      | C++          |         27 |          9 |         10 |         46 |
| /home/ysh/LSM/rocksdb/java/rocksjni/optimistic_transaction_db.cc                                           | C++          |        176 |         66 |         29 |        271 |
| /home/ysh/LSM/rocksdb/java/rocksjni/optimistic_transaction_options.cc                                      | C++          |         38 |         32 |          8 |         78 |
| /home/ysh/LSM/rocksdb/java/rocksjni/options.cc                                                             | C++          |      4,444 |      3,476 |        774 |      8,694 |
| /home/ysh/LSM/rocksdb/java/rocksjni/options_util.cc                                                        | C++          |        135 |         39 |         14 |        188 |
| /home/ysh/LSM/rocksdb/java/rocksjni/persistent_cache.cc                                                    | C++          |         37 |         17 |          7 |         61 |
| /home/ysh/LSM/rocksdb/java/rocksjni/portal.h                                                               | C++          |      6,000 |      2,510 |        679 |      9,189 |
| /home/ysh/LSM/rocksdb/java/rocksjni/ratelimiterjni.cc                                                      | C++          |         72 |         46 |         11 |        129 |
| /home/ysh/LSM/rocksdb/java/rocksjni/remove_emptyvalue_compactionfilterjni.cc                               | C++          |         10 |         10 |          5 |         25 |
| /home/ysh/LSM/rocksdb/java/rocksjni/restorejni.cc                                                          | C++          |         20 |         18 |          5 |         43 |
| /home/ysh/LSM/rocksdb/java/rocksjni/rocks_callback_object.cc                                               | C++          |          8 |         19 |          4 |         31 |
| /home/ysh/LSM/rocksdb/java/rocksjni/rocksdb_exception_test.cc                                              | C++          |         39 |         34 |          9 |         82 |
| /home/ysh/LSM/rocksdb/java/rocksjni/rocksjni.cc                                                            | C++          |      2,619 |        748 |        355 |      3,722 |
| /home/ysh/LSM/rocksdb/java/rocksjni/slice.cc                                                               | C++          |        196 |        134 |         45 |        375 |
| /home/ysh/LSM/rocksdb/java/rocksjni/snapshot.cc                                                            | C++          |         13 |         11 |          4 |         28 |
| /home/ysh/LSM/rocksdb/java/rocksjni/sst_file_manager.cc                                                    | C++          |        151 |         74 |         25 |        250 |
| /home/ysh/LSM/rocksdb/java/rocksjni/sst_file_reader_iterator.cc                                            | C++          |        224 |        128 |         44 |        396 |
| /home/ysh/LSM/rocksdb/java/rocksjni/sst_file_readerjni.cc                                                  | C++          |         67 |         39 |         11 |        117 |
| /home/ysh/LSM/rocksdb/java/rocksjni/sst_file_writerjni.cc                                                  | C++          |        199 |         81 |         30 |        310 |
| /home/ysh/LSM/rocksdb/java/rocksjni/sst_partitioner.cc                                                     | C++          |         19 |         18 |          7 |         44 |
| /home/ysh/LSM/rocksdb/java/rocksjni/statistics.cc                                                          | C++          |        162 |         77 |         29 |        268 |
| /home/ysh/LSM/rocksdb/java/rocksjni/statisticsjni.cc                                                       | C++          |         17 |          7 |          8 |         32 |
| /home/ysh/LSM/rocksdb/java/rocksjni/statisticsjni.h                                                        | C++          |         19 |          7 |          9 |         35 |
| /home/ysh/LSM/rocksdb/java/rocksjni/stderr_logger.cc                                                       | C++          |         53 |         24 |          9 |         86 |
| /home/ysh/LSM/rocksdb/java/rocksjni/table.cc                                                               | C++          |        122 |         17 |          7 |        146 |
| /home/ysh/LSM/rocksdb/java/rocksjni/table_filter.cc                                                        | C++          |         11 |         12 |          5 |         28 |
| /home/ysh/LSM/rocksdb/java/rocksjni/table_filter_jnicallback.cc                                            | C++          |         39 |         18 |         10 |         67 |
| /home/ysh/LSM/rocksdb/java/rocksjni/table_filter_jnicallback.h                                             | C++          |         20 |          7 |         10 |         37 |
| /home/ysh/LSM/rocksdb/java/rocksjni/table_properties_collector_factory.cc                                  | C++          |         20 |         15 |          5 |         40 |
| /home/ysh/LSM/rocksdb/java/rocksjni/table_properties_collector_factory.h                                   | C++          |          9 |          6 |          3 |         18 |
| /home/ysh/LSM/rocksdb/java/rocksjni/testable_event_listener.cc                                             | C++          |        185 |          9 |         26 |        220 |
| /home/ysh/LSM/rocksdb/java/rocksjni/thread_status.cc                                                       | C++          |         67 |         46 |         13 |        126 |
| /home/ysh/LSM/rocksdb/java/rocksjni/trace_writer.cc                                                        | C++          |          9 |         12 |          4 |         25 |
| /home/ysh/LSM/rocksdb/java/rocksjni/trace_writer_jnicallback.cc                                            | C++          |         80 |         15 |         24 |        119 |
| /home/ysh/LSM/rocksdb/java/rocksjni/trace_writer_jnicallback.h                                             | C++          |         20 |          7 |         10 |         37 |
| /home/ysh/LSM/rocksdb/java/rocksjni/transaction.cc                                                         | C++          |      1,152 |        432 |        146 |      1,730 |
| /home/ysh/LSM/rocksdb/java/rocksjni/transaction_db.cc                                                      | C++          |        311 |        100 |         41 |        452 |
| /home/ysh/LSM/rocksdb/java/rocksjni/transaction_db_options.cc                                              | C++          |         88 |         67 |         15 |        170 |
| /home/ysh/LSM/rocksdb/java/rocksjni/transaction_log.cc                                                     | C++          |         40 |         32 |          9 |         81 |
| /home/ysh/LSM/rocksdb/java/rocksjni/transaction_notifier.cc                                                | C++          |         21 |         19 |          5 |         45 |
| /home/ysh/LSM/rocksdb/java/rocksjni/transaction_notifier_jnicallback.cc                                    | C++          |         25 |          9 |          9 |         43 |
| /home/ysh/LSM/rocksdb/java/rocksjni/transaction_notifier_jnicallback.h                                     | C++          |         16 |         19 |          8 |         43 |
| /home/ysh/LSM/rocksdb/java/rocksjni/transaction_options.cc                                                 | C++          |         98 |         77 |         17 |        192 |
| /home/ysh/LSM/rocksdb/java/rocksjni/ttl.cc                                                                 | C++          |        135 |         51 |         27 |        213 |
| /home/ysh/LSM/rocksdb/java/rocksjni/wal_filter.cc                                                          | C++          |          9 |         12 |          4 |         25 |
| /home/ysh/LSM/rocksdb/java/rocksjni/wal_filter_jnicallback.cc                                              | C++          |         96 |         20 |         24 |        140 |
| /home/ysh/LSM/rocksdb/java/rocksjni/wal_filter_jnicallback.h                                               | C++          |         26 |          7 |         10 |         43 |
| /home/ysh/LSM/rocksdb/java/rocksjni/write_batch.cc                                                         | C++          |        419 |        193 |         64 |        676 |
| /home/ysh/LSM/rocksdb/java/rocksjni/write_batch_test.cc                                                    | C++          |        154 |         32 |         15 |        201 |
| /home/ysh/LSM/rocksdb/java/rocksjni/write_batch_with_index.cc                                              | C++          |        616 |        260 |         91 |        967 |
| /home/ysh/LSM/rocksdb/java/rocksjni/write_buffer_manager.cc                                                | C++          |         27 |         14 |          7 |         48 |
| /home/ysh/LSM/rocksdb/java/rocksjni/writebatchhandlerjnicallback.cc                                        | C++          |        387 |         70 |         63 |        520 |
| /home/ysh/LSM/rocksdb/java/rocksjni/writebatchhandlerjnicallback.h                                         | C++          |         63 |         22 |          8 |         93 |
| /home/ysh/LSM/rocksdb/java/samples/src/main/java/OptimisticTransactionSample.java                          | Java         |         86 |         62 |         37 |        185 |
| /home/ysh/LSM/rocksdb/java/samples/src/main/java/RocksDBColumnFamilySample.java                            | Java         |         55 |         11 |         13 |         79 |
| /home/ysh/LSM/rocksdb/java/samples/src/main/java/RocksDBSample.java                                        | Java         |        245 |          7 |         44 |        296 |
| /home/ysh/LSM/rocksdb/java/samples/src/main/java/TransactionSample.java                                    | Java         |         87 |         60 |         37 |        184 |
| /home/ysh/LSM/rocksdb/java/spotbugs-exclude.xml                                                            | XML          |        143 |          8 |          0 |        151 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractCompactionFilter.java                         | Java         |         23 |         29 |          8 |         60 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractCompactionFilterFactory.java                  | Java         |         28 |         39 |         12 |         79 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractComparator.java                               | Java         |         30 |         80 |         15 |        125 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractComparatorJniBridge.java                      | Java         |         45 |         69 |          9 |        123 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractEventListener.java                            | Java         |        187 |        112 |         44 |        343 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractImmutableNativeReference.java                 | Java         |         23 |         33 |         10 |         66 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractMutableOptions.java                           | Java         |        276 |         71 |         51 |        398 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractNativeReference.java                          | Java         |          5 |         41 |          4 |         50 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractRocksIterator.java                            | Java         |        104 |         30 |         20 |        154 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractSlice.java                                    | Java         |         72 |        105 |         20 |        197 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractTableFilter.java                              | Java         |         12 |          4 |          5 |         21 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractTraceWriter.java                              | Java         |         41 |         23 |          9 |         73 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractTransactionNotifier.java                      | Java         |         24 |         25 |         10 |         59 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractWalFilter.java                                | Java         |         22 |         21 |          7 |         50 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AbstractWriteBatch.java                               | Java         |        153 |          4 |         47 |        204 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AdvancedColumnFamilyOptionsInterface.java             | Java         |         44 |        344 |         29 |        417 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/AdvancedMutableColumnFamilyOptionsInterface.java      | Java         |         81 |        684 |         65 |        830 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/BackgroundErrorReason.java                            | Java         |         23 |         16 |          8 |         47 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/BackupEngine.java                                     | Java         |         83 |        154 |         27 |        264 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/BackupEngineOptions.java                              | Java         |        175 |        251 |         35 |        461 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/BackupInfo.java                                       | Java         |         31 |         37 |          9 |         77 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/BlockBasedTableConfig.java                            | Java         |        389 |        541 |         71 |      1,001 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/BloomFilter.java                                      | Java         |         34 |         58 |         13 |        105 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/BuiltinComparator.java                                | Java         |          4 |         14 |          3 |         21 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ByteBufferGetStatus.java                              | Java         |         19 |         27 |          6 |         52 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/Cache.java                                            | Java         |         16 |         18 |          7 |         41 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CassandraCompactionFilter.java                        | Java         |         10 |          7 |          4 |         21 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CassandraValueMergeOperator.java                      | Java         |         16 |          8 |          7 |         31 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/Checkpoint.java                                       | Java         |         35 |         31 |         10 |         76 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ChecksumType.java                                     | Java         |         15 |         24 |          7 |         46 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ClockCache.java                                       | Java         |         20 |         48 |          6 |         74 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ColumnFamilyDescriptor.java                           | Java         |         40 |         35 |         12 |         87 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ColumnFamilyHandle.java                               | Java         |         74 |         68 |         15 |        157 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ColumnFamilyMetaData.java                             | Java         |         33 |         31 |          9 |         73 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ColumnFamilyOptions.java                              | Java         |      1,035 |        321 |        168 |      1,524 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ColumnFamilyOptionsInterface.java                     | Java         |         71 |        431 |         52 |        554 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompactRangeOptions.java                              | Java         |        149 |        114 |         41 |        304 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompactionJobInfo.java                                | Java         |         72 |         72 |         22 |        166 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompactionJobStats.java                               | Java         |        118 |        149 |         32 |        299 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompactionOptions.java                                | Java         |         45 |         68 |         13 |        126 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompactionOptionsFIFO.java                            | Java         |         32 |         48 |         10 |         90 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompactionOptionsUniversal.java                       | Java         |         81 |        173 |         20 |        274 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompactionPriority.java                               | Java         |         25 |         44 |         13 |         82 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompactionReason.java                                 | Java         |         39 |         76 |         27 |        142 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompactionStopStyle.java                              | Java         |         22 |         25 |          9 |         56 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompactionStyle.java                                  | Java         |         24 |         49 |          7 |         80 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ComparatorOptions.java                                | Java         |         50 |         78 |          9 |        137 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ComparatorType.java                                   | Java         |         21 |         20 |          8 |         49 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompressionOptions.java                               | Java         |         66 |         70 |         18 |        154 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/CompressionType.java                                  | Java         |         55 |         55 |         12 |        122 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ConcurrentTaskLimiter.java                            | Java         |         10 |         28 |          7 |         45 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ConcurrentTaskLimiterImpl.java                        | Java         |         39 |          5 |          9 |         53 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ConfigOptions.java                                    | Java         |         41 |          8 |         10 |         59 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/DBOptions.java                                        | Java         |      1,191 |         77 |        183 |      1,451 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/DBOptionsInterface.java                               | Java         |        141 |      1,466 |        136 |      1,743 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/DataBlockIndexType.java                               | Java         |         12 |         13 |          8 |         33 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/DbPath.java                                           | Java         |         30 |          7 |         11 |         48 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/DirectSlice.java                                      | Java         |         62 |         57 |         16 |        135 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/EncodingType.java                                     | Java         |         12 |         38 |          6 |         56 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/Env.java                                              | Java         |         63 |         92 |         20 |        175 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/EnvOptions.java                                       | Java         |        137 |        172 |         28 |        337 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/EventListener.java                                    | Java         |         28 |        282 |         24 |        334 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/Experimental.java                                     | Java         |         12 |          8 |          4 |         24 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ExportImportFilesMetaData.java                        | Java         |          7 |          8 |          4 |         19 |
| /home/ysh/LSM/rocksdb/java/src/main/java/org/rocksdb/ExternalFileIngestionInfo.java                        | Java         |         58 |         33 |         13 |        104 |
